Re_px,Im_px,Re_py,Im_py,Re_pz,Im_pz
-3.838419865e-33,2.610775273e-32,-1.598984885e-32,-7.119107800e-33,0.000000000e+00,0.000000000e+00
2.553147318e-33,2.636521710e-32,-2.928404976e-33,-1.564945275e-32,0.000000000e+00,0.000000000e+00
2.531195085e-33,2.789483649e-32,1.056401542e-32,-9.121901511e-33,0.000000000e+00,0.000000000e+00
-8.510733915e-35,2.768801932e-32,1.131169852e-32,3.741189890e-33,0.000000000e+00,0.000000000e+00
-1.138437196e-33,2.429885136e-32,2.321798070e-33,9.866588544e-33,0.000000000e+00,0.000000000e+00
1.564558237e-33,2.120159639e-32,-5.974260703e-33,6.284165372e-33,0.000000000e+00,0.000000000e+00
5.756654678e-33,2.163955528e-32,-7.326933370e-33,-1.077481392e-33,0.000000000e+00,0.000000000e+00
7.798007125e-33,2.503652251e-32,-2.965499117e-33,-5.543779442e-33,0.000000000e+00,0.000000000e+00
6.556302143e-33,2.833553864e-32,2.224925079e-33,-4.863489245e-33,0.000000000e+00,0.000000000e+00
3.711691692e-33,2.934212790e-32,4.444041696e-33,-1.098287914e-33,0.000000000e+00,0.000000000e+00
1.532043736e-33,2.815015009e-32,3.138634511e-33,2.270931437e-33,0.000000000e+00,0.000000000e+00
1.070080315e-33,2.625171128e-32,3.020506131e-34,3.144096034e-33,0.000000000e+00,0.000000000e+00
1.930671675e-33,2.504950528e-32,-1.702227395e-33,1.784364565e-33,0.000000000e+00,0.000000000e+00
3.041120281e-33,2.500835410e-32,-1.884320831e-33,-1.426544006e-34,0.000000000e+00,0.000000000e+00
3.564407947e-33,2.567953841e-32,-8.273361653e-34,-1.194642980e-33,0.000000000e+00,0.000000000e+00
3.374193142e-33,2.629754129e-32,2.819457823e-34,-1.045728103e-33,0.000000000e+00,-0.000000000e+00
2.905075708e-33,2.640975241e-32,6.739627922e-34,-2.849636567e-34,0.000000000e+00,0.000000000e+00
2.653506003e-33,2.608781889e-32,3.528420648e-34,3.174848394e-34,0.000000000e+00,0.000000000e+00
2.801427549e-33,2.569491921e-32,-1.872954932e-34,3.890422954e-34,0.000000000e+00,0.000000000e+00
3.193864280e-33,2.553270742e-32,-4.675375188e-34,6.464269251e-35,0.000000000e+00,0.000000000e+00
3.552398702e-33,2.566077728e-32,-3.471905436e-34,-2.815662290e-34,0.000000000e+00,0.000000000e+00
3.690720736e-33,2.594002206e-32,-7.981166860e-36,-3.785226777e-34,0.000000000e+00,0.000000000e+00
3.596516944e-33,2.618530937e-32,2.784759569e-34,-2.130329371e-34,0.000000000e+00,0.000000000e+00
3.378850094e-33,2.629330862e-32,3.629747918e-34,4.775896897e-35,0.000000000e+00,0.000000000e+00
3.160477991e-33,2.627393005e-32,2.708611867e-34,2.286595597e-34,0.000000000e+00,0.000000000e+00
3.003744434e-33,2.619769626e-32,1.196099149e-34,2.608732505e-34,0.000000000e+00,0.000000000e+00
2.907359368e-33,2.612484009e-32,8.517081777e-36,1.852917566e-34,0.000000000e+00,0.000000000e+00
2.847557079e-33,2.607250336e-32,-3.693570755e-35,8.461118249e-35,0.000000000e+00,0.000000000e+00
2.814744385e-33,2.602742150e-32,-4.975133679e-35,1.447337579e-35,0.000000000e+00,0.000000000e+00
2.820003599e-33,2.597565652e-32,-7.083903565e-35,-2.029629988e-35,0.000000000e+00,0.000000000e+00
