Re_px,Im_px,Re_py,Im_py,Re_pz,Im_pz
-8.901870290e-33,5.250920155e-33,9.362135279e-34,-5.491796445e-34,-0.000000000e+00,0.000000000e+00
-8.801468369e-33,5.940972379e-33,3.160179586e-34,1.224055351e-34,-0.000000000e+00,0.000000000e+00
-8.613134804e-33,6.243755814e-33,1.401941504e-34,7.767998841e-35,-0.000000000e+00,0.000000000e+00
-8.558335249e-33,6.472959250e-33,7.012911607e-35,9.047351057e-35,-0.000000000e+00,0.000000000e+00
-8.607305644e-33,6.658725331e-33,1.666692995e-35,7.862662410e-35,-0.000000000e+00,0.000000000e+00
-8.719571355e-33,6.786081631e-33,-1.460620962e-35,5.700948308e-35,-0.000000000e+00,0.000000000e+00
-8.852954396e-33,6.844383030e-33,-3.138891177e-35,3.305785382e-35,-0.000000000e+00,0.000000000e+00
-8.970808306e-33,6.836293347e-33,-3.689517786e-35,1.080909495e-35,-0.000000000e+00,0.000000000e+00
-9.047181424e-33,6.776497014e-33,-3.403125656e-35,-6.715612628e-36,-0.000000000e+00,0.000000000e+00
-9.070184936e-33,6.687639120e-33,-2.564609843e-35,-1.798532620e-35,-0.000000000e+00,0.000000000e+00
-9.042443392e-33,6.594923579e-33,-1.443989435e-35,-2.277316450e-35,-0.000000000e+00,0.000000000e+00
-8.978478344e-33,6.520708118e-33,-2.832821347e-36,-2.192376120e-35,-0.000000000e+00,0.000000000e+00
-8.899774791e-33,6.480196294e-33,7.197930273e-36,-1.701859887e-35,-0.000000000e+00,0.000000000e+00
-8.828793084e-33,6.479023556e-33,1.425269494e-35,-9.983135902e-36,-0.000000000e+00,0.000000000e+00
-8.783373293e-33,6.513093776e-33,1.759233306e-35,-2.701470523e-36,-0.000000000e+00,0.000000000e+00
-8.772802905e-33,6.570525049e-33,1.715488147e-35,3.301552441e-36,0.000000000e+00,0.000000000e+00
-8.796345898e-33,6.635122069e-33,1.349753927e-35,7.066483863e-36,-0.000000000e+00,0.000000000e+00
-8.844390528e-33,6.690500571e-33,7.663952137e-36,8.272876171e-36,-0.000000000e+00,0.000000000e+00
-8.901728471e-33,6.723904346e-33,9.875159180e-37,7.185113988e-36,-0.000000000e+00,0.000000000e+00
-8.951987354e-33,6.728885996e-33,-5.146293024e-36,4.497633393e-36,-0.000000000e+00,0.000000000e+00
-8.982016091e-33,6.706329288e-33,-9.544443274e-36,1.121961333e-36,-0.000000000e+00,0.000000000e+00
-8.985110416e-33,6.663696575e-33,-1.141712514e-35,-2.036142299e-36,-0.000000000e+00,0.000000000e+00
-8.962328241e-33,6.612793575e-33,-1.051530661e-35,-4.265006249e-36,-0.000000000e+00,0.000000000e+00
-8.921676876e-33,6.566663735e-33,-7.165758885e-36,-5.168342690e-36,-0.000000000e+00,0.000000000e+00
-8.875514369e-33,6.536387724e-33,-2.192514039e-36,-4.704021649e-36,-0.000000000e+00,0.000000000e+00
