Re_px,Im_px,Re_py,Im_py,Re_pz,Im_pz
1.729711362e-32,3.241613480e-32,-5.098111241e-33,1.275855254e-32,0.000000000e+00,0.000000000e+00
1.764383651e-32,2.382298733e-32,-8.702862883e-33,5.494025206e-33,0.000000000e+00,0.000000000e+00
1.633066044e-32,2.199035739e-32,-9.067867636e-33,-1.215891344e-33,0.000000000e+00,0.000000000e+00
1.675699112e-32,2.092954950e-32,-6.272778583e-33,-5.630548116e-33,0.000000000e+00,0.000000000e+00
1.760629451e-32,2.053361372e-32,-2.398611394e-33,-7.409262816e-33,0.000000000e+00,0.000000000e+00
1.845450936e-32,2.080429839e-32,1.045134503e-33,-6.968249673e-33,0.000000000e+00,0.000000000e+00
1.899248261e-32,2.155097051e-32,3.275947812e-33,-5.229585611e-33,0.000000000e+00,0.000000000e+00
1.907825042e-32,2.248609139e-32,4.188435499e-33,-3.134705199e-33,0.000000000e+00,0.000000000e+00
1.873838188e-32,2.333262092e-32,4.121997493e-33,-1.328139825e-33,0.000000000e+00,0.000000000e+00
1.812124926e-32,2.390459836e-32,3.559336501e-33,-6.270255455e-35,0.000000000e+00,0.000000000e+00
1.741929778e-32,2.413985500e-32,2.886939267e-33,7.137009046e-34,0.000000000e+00,0.000000000e+00
1.679630189e-32,2.408520704e-32,2.289099960e-33,1.185593453e-33,0.000000000e+00,0.000000000e+00
1.634426540e-32,2.384945497e-32,1.772022127e-33,1.512205381e-33,0.000000000e+00,0.000000000e+00
1.607717046e-32,2.354966693e-32,1.261721201e-33,1.747915167e-33,0.000000000e+00,0.000000000e+00
1.595389865e-32,2.327216337e-32,7.051077673e-34,1.850643044e-33,0.000000000e+00,0.000000000e+00
1.591271753e-32,2.305789209e-32,1.238694171e-34,1.745493777e-33,0.000000000e+00,-0.000000000e+00
1.590038346e-32,2.291000597e-32,-3.921977913e-34,1.394904303e-33,0.000000000e+00,0.000000000e+00
1.588640647e-32,2.281281945e-32,-7.331733626e-34,8.370098112e-34,0.000000000e+00,0.000000000e+00
1.586189639e-32,2.275001118e-32,-8.242823685e-34,1.792697628e-34,0.000000000e+00,0.000000000e+00
1.582928673e-32,2.271431222e-32,-6.593428004e-34,-4.410254809e-34,0.000000000e+00,0.000000000e+00
1.579123496e-32,2.270719994e-32,-3.005247280e-34,-9.049346299e-34,0.000000000e+00,0.000000000e+00
1.574461618e-32,2.273229978e-32,1.490983918e-34,-1.145996939e-33,0.000000000e+00,0.000000000e+00
1.568120430e-32,2.278815101e-32,5.830146568e-34,-1.159230962e-33,0.000000000e+00,0.000000000e+00
1.559280111e-32,2.286470158e-32,9.213896548e-34,-9.875523172e-34,0.000000000e+00,0.000000000e+00
1.547687938e-32,2.294489646e-32,1.124135213e-33,-6.970184683e-34,0.000000000e+00,0.000000000e+00
1.533947360e-32,2.300985567e-32,1.187134173e-33,-3.536458188e-34,0.000000000e+00,0.000000000e+00
1.519412423e-32,2.304470262e-32,1.128824401e-33,-9.835705576e-36,0.000000000e+00,0.000000000e+00
1.505782101e-32,2.304240038e-32,9.760523809e-34,2.984301985e-34,0.000000000e+00,0.000000000e+00
1.494608073e-32,2.300439275e-32,7.552520933e-34,5.476878545e-34,0.000000000e+00,0.000000000e+00
1.486922716e-32,2.293847104e-32,4.902549443e-34,7.220395034e-34,0.000000000e+00,0.000000000e+00
1.483097139e-32,2.285531088e-32,2.042069975e-34,8.110804965e-34,0.000000000e+00,0.000000000e+00
1.482919592e-32,2.276524758e-32,-7.825558967e-35,8.113988786e-34,0.000000000e+00,0.000000000e+00
1.485802113e-32,2.267628242e-32,-3.313144499e-34,7.296594149e-34,0.000000000e+00,0.000000000e+00
1.491003905e-32,2.259349593e-32,-5.312034903e-34,5.843813534e-34,0.000000000e+00,0.000000000e+00
1.497793488e-32,2.251942794e-32,-6.608182741e-34,4.044255994e-34,0.000000000e+00,0.000000000e+00
1.505526549e-32,2.245478352e-32,-7.134064681e-34,2.240491216e-34,0.000000000e+00,0.000000000e+00
1.513660974e-32,2.239899412e-32,-6.936408517e-34,7.604470851e-35,0.000000000e+00,0.000000000e+00
1.521747530e-32,2.235049834e-32,-6.157136360e-34,-1.479697701e-35,0.000000000e+00,0.000000000e+00
1.529425713e-32,2.230688280e-32,-4.993609840e-34,-3.601846985e-35,0.000000000e+00,0.000000000e+00
1.536432978e-32,2.226511375e-32,-3.653539254e-34,1.123963436e-35,0.000000000e+00,0.000000000e+00
1.542617556e-32,2.222200001e-32,-2.318486748e-34,1.138007023e-34,0.000000000e+00,0.000000000e+00
1.547939302e-32,2.217485355e-32,-1.123365733e-34,2.498959481e-34,0.000000000e+00,0.000000000e+00
1.552449404e-32,2.212216974e-32,-1.519051456e-35,3.933868436e-34,0.000000000e+00,0.000000000e+00
1.556251609e-32,2.206410744e-32,5.569368857e-35,5.179141789e-34,0.000000000e+00,0.000000000e+00
1.559457137e-32,2.200261306e-32,9.979536008e-35,6.005075502e-34,0.000000000e+00,0.000000000e+00
1.562147865e-32,2.194115608e-32,1.188903214e-34,6.244717714e-34,0.000000000e+00,0.000000000e+00
1.564357865e-32,2.188416137e-32,1.162236431e-34,5.814546616e-34,0.000000000e+00,0.000000000e+00
1.566075367e-32,2.183629158e-32,9.595490129e-35,4.725513956e-34,0.000000000e+00,-0.000000000e+00
1.567260044e-32,2.180173658e-32,6.280263193e-35,3.082475742e-34,0.000000000e+00,0.000000000e+00
1.567866741e-32,2.178362615e-32,2.181082923e-35,1.070607927e-34,0.000000000e+00,0.000000000e+00
1.567866741e-32,2.178362615e-32,-2.181082923e-35,-1.070607927e-34,0.000000000e+00,0.000000000e+00
1.567260044e-32,2.180173658e-32,-6.280263193e-35,-3.082475742e-34,0.000000000e+00,0.000000000e+00
