Re_px,Im_px,Re_py,Im_py,Re_pz,Im_pz
7.129494469e-33,1.250081891e-33,3.462738446e-34,4.789218488e-34,0.000000000e+00,0.000000000e+00
6.816250319e-33,1.564212440e-33,-7.538180706e-35,3.415985725e-34,0.000000000e+00,0.000000000e+00
6.419083646e-33,1.677436209e-33,-2.719702653e-34,1.328645368e-34,0.000000000e+00,0.000000000e+00
6.025736971e-33,1.596491169e-33,-2.601071902e-34,-4.067450861e-35,0.000000000e+00,0.000000000e+00
5.833680576e-33,1.425120247e-33,-1.139050514e-34,-1.248364115e-34,0.000000000e+00,0.000000000e+00
5.917724926e-33,1.283559593e-33,6.140935549e-35,-1.158167779e-34,0.000000000e+00,0.000000000e+00
6.206357531e-33,1.249063571e-33,1.681330960e-34,-5.111779723e-35,0.000000000e+00,0.000000000e+00
6.528712279e-33,1.324477623e-33,1.570399681e-34,1.593713445e-35,0.000000000e+00,0.000000000e+00
6.708547630e-33,1.448537803e-33,4.550314836e-35,4.520733440e-35,0.000000000e+00,0.000000000e+00
6.656071988e-33,1.538597930e-33,-9.731927480e-35,2.749814531e-35,0.000000000e+00,0.000000000e+00
6.410527951e-33,1.540132084e-33,-1.900808313e-34,-1.659501172e-35,0.000000000e+00,0.000000000e+00
6.113206156e-33,1.455711548e-33,-1.826201357e-34,-5.377045516e-35,0.000000000e+00,0.000000000e+00
5.927536261e-33,1.339288357e-33,-8.073273777e-35,-5.983737445e-35,0.000000000e+00,0.000000000e+00
5.950344448e-33,1.261601907e-33,5.964432749e-35,-3.358097269e-35,0.000000000e+00,0.000000000e+00
6.161857623e-33,1.268100395e-33,1.644428251e-34,4.448036510e-36,0.000000000e+00,0.000000000e+00
6.440125661e-33,1.353633716e-33,1.816913203e-34,2.625464699e-35,0.000000000e+00,-0.000000000e+00
6.630368357e-33,1.467404860e-33,1.082948423e-34,1.450840073e-35,0.000000000e+00,0.000000000e+00
6.630401151e-33,1.543910039e-33,-1.039696371e-35,-2.650375847e-35,0.000000000e+00,0.000000000e+00
6.445426284e-33,1.541082680e-33,-1.070080739e-34,-7.330831179e-35,0.000000000e+00,0.000000000e+00
6.182982973e-33,1.463573014e-33,-1.294253618e-34,-9.722057951e-35,0.000000000e+00,0.000000000e+00
5.991882267e-33,1.358428487e-33,-6.846296770e-35,-8.135060916e-35,0.000000000e+00,0.000000000e+00
