Re_px,Im_px,Re_py,Im_py,Re_pz,Im_pz
-3.828942167e-33,2.492319302e-33,1.781359877e-34,-1.518600743e-34,-0.000000000e+00,0.000000000e+00
-3.778342226e-33,2.607476508e-33,9.164168839e-35,-8.580557291e-36,-0.000000000e+00,0.000000000e+00
-3.725378346e-33,2.664833590e-33,4.945509398e-35,2.014018761e-35,-0.000000000e+00,0.000000000e+00
-3.703947505e-33,2.719158658e-33,2.302144610e-35,2.871388909e-35,-0.000000000e+00,0.000000000e+00
-3.710173122e-33,2.762717375e-33,4.458860270e-36,2.724979737e-35,-0.000000000e+00,0.000000000e+00
-3.735739669e-33,2.787854871e-33,-7.365272797e-36,2.043881403e-35,-0.000000000e+00,0.000000000e+00
-3.770250724e-33,2.792215037e-33,-1.309036862e-35,1.146932559e-35,-0.000000000e+00,0.000000000e+00
-3.803315154e-33,2.778860789e-33,-1.371341311e-35,2.748929966e-36,-0.000000000e+00,0.000000000e+00
-3.826611862e-33,2.754809760e-33,-1.068773940e-35,-4.033781646e-36,-0.000000000e+00,0.000000000e+00
-3.835423584e-33,2.728755081e-33,-5.725127002e-36,-7.960800918e-36,-0.000000000e+00,0.000000000e+00
-3.829277998e-33,2.708618279e-33,-4.947930829e-37,-8.872531753e-36,-0.000000000e+00,0.000000000e+00
-3.811575845e-33,2.699560842e-33,3.665868033e-36,-7.248921448e-36,-0.000000000e+00,0.000000000e+00
-3.788342895e-33,2.702924924e-33,5.952079079e-36,-3.998686920e-36,-0.000000000e+00,0.000000000e+00
-3.766453928e-33,2.716302023e-33,6.162658997e-36,-2.005613283e-37,-0.000000000e+00,0.000000000e+00
-3.751792627e-33,2.734616742e-33,4.636155938e-36,3.149303854e-36,-0.000000000e+00,0.000000000e+00
-3.747805770e-33,2.751847622e-33,2.079477981e-36,5.334592619e-36,0.000000000e+00,0.000000000e+00
-3.754789169e-33,2.762859384e-33,-6.611506001e-37,6.027643439e-36,-0.000000000e+00,0.000000000e+00
-3.770041147e-33,2.764825893e-33,-2.828463466e-36,5.298811682e-36,-0.000000000e+00,0.000000000e+00
-3.788791384e-33,2.757872249e-33,-3.929163850e-36,3.537711987e-36,-0.000000000e+00,0.000000000e+00
