Re_px,Im_px,Re_py,Im_py,Re_pz,Im_pz
1.046455457e-32,3.653501097e-33,5.925187755e-34,5.068234558e-34,0.000000000e+00,0.000000000e+00
9.658627558e-33,4.082366909e-33,-8.453767611e-34,-3.600332554e-34,0.000000000e+00,0.000000000e+00
7.912296216e-33,2.876907466e-33,-1.314637458e-33,-7.241431668e-34,0.000000000e+00,0.000000000e+00
6.876675931e-33,1.552468336e-33,-6.037410859e-34,-2.371322174e-34,0.000000000e+00,0.000000000e+00
7.513741376e-33,1.388351503e-33,4.065470856e-34,5.238954926e-34,0.000000000e+00,0.000000000e+00
8.945324077e-33,2.294057927e-33,7.299205255e-34,7.688061315e-34,0.000000000e+00,0.000000000e+00
9.470445702e-33,3.160133907e-33,2.336755470e-34,2.818102134e-34,0.000000000e+00,0.000000000e+00
8.421664316e-33,3.137021841e-33,-3.396202691e-34,-4.406641079e-34,0.000000000e+00,0.000000000e+00
6.903535567e-33,2.457208556e-33,-2.602964837e-34,-7.546562800e-34,0.000000000e+00,0.000000000e+00
6.620995610e-33,2.029885404e-33,3.665398461e-34,-5.002217105e-34,0.000000000e+00,0.000000000e+00
8.031507898e-33,2.368253583e-33,7.288666724e-34,-6.821299255e-35,0.000000000e+00,0.000000000e+00
9.790206668e-33,3.045681433e-33,2.370371860e-34,9.267170266e-35,0.000000000e+00,0.000000000e+00
1.010743989e-32,3.221709397e-33,-7.629233620e-34,-4.739612655e-35,0.000000000e+00,0.000000000e+00
8.614559797e-33,2.605668209e-33,-1.286809498e-33,-1.402817269e-34,0.000000000e+00,0.000000000e+00
6.775654556e-33,1.792791113e-33,-7.334392544e-34,7.420834809e-35,0.000000000e+00,0.000000000e+00
6.394696332e-33,1.626692347e-33,4.475310658e-34,4.253565921e-34,0.000000000e+00,-0.000000000e+00
7.767332626e-33,2.296710232e-33,1.167820491e-33,4.808954812e-34,0.000000000e+00,0.000000000e+00
9.405953418e-33,3.139949362e-33,7.878864359e-34,4.195376624e-35,0.000000000e+00,0.000000000e+00
9.618123543e-33,3.341436620e-33,-2.442801806e-34,-5.850070702e-34,0.000000000e+00,0.000000000e+00
8.273792504e-33,2.770450549e-33,-8.671113527e-34,-8.512135655e-34,0.000000000e+00,0.000000000e+00
6.905058363e-33,2.072343918e-33,-4.957510647e-34,-5.025773344e-34,0.000000000e+00,0.000000000e+00
7.046450698e-33,1.950382871e-33,4.083343895e-34,1.651324637e-34,0.000000000e+00,0.000000000e+00
8.582113771e-33,2.429132831e-33,8.706021978e-34,5.959965454e-34,0.000000000e+00,0.000000000e+00
9.856333850e-33,2.881167751e-33,4.575993858e-34,5.066371522e-34,0.000000000e+00,0.000000000e+00
9.435490474e-33,2.758079951e-33,-2.733319147e-34,1.185858381e-34,0.000000000e+00,0.000000000e+00
7.656783847e-33,2.211613881e-33,-4.036833840e-34,-1.259197097e-34,0.000000000e+00,0.000000000e+00
6.315907727e-33,1.925638008e-33,3.161070476e-34,-4.057960690e-35,0.000000000e+00,0.000000000e+00
6.806645085e-33,2.344792219e-33,1.147278918e-33,1.438516566e-34,0.000000000e+00,0.000000000e+00
8.661740949e-33,3.143979341e-33,1.114681538e-33,8.686046755e-35,0.000000000e+00,0.000000000e+00
1.002868258e-32,3.528663250e-33,4.908813162e-35,-2.391980072e-34,0.000000000e+00,0.000000000e+00
9.583267622e-33,3.063739746e-33,-1.183543459e-33,-4.823095115e-34,0.000000000e+00,0.000000000e+00
7.877781136e-33,2.153413341e-33,-1.525488146e-33,-2.820514460e-34,0.000000000e+00,0.000000000e+00
6.722918722e-33,1.651972033e-33,-7.780500652e-34,3.154483856e-34,0.000000000e+00,0.000000000e+00
7.272391045e-33,1.999668618e-33,2.266520421e-34,8.491113087e-34,0.000000000e+00,0.000000000e+00
8.832658822e-33,2.782146297e-33,5.024634312e-34,8.674383826e-34,0.000000000e+00,0.000000000e+00
9.637907672e-33,3.172029062e-33,-8.684749241e-35,3.570615606e-34,0.000000000e+00,0.000000000e+00
8.749809639e-33,2.789373128e-33,-7.380573183e-34,-2.605443550e-34,0.000000000e+00,0.000000000e+00
7.063583913e-33,2.082547186e-33,-6.046827816e-34,-5.527139615e-34,0.000000000e+00,0.000000000e+00
6.361903284e-33,1.837970560e-33,2.834230669e-34,-4.772046880e-34,0.000000000e+00,0.000000000e+00
7.428319148e-33,2.341043503e-33,1.049601846e-33,-3.545300078e-34,0.000000000e+00,0.000000000e+00
9.218916471e-33,3.072012921e-33,9.073096681e-34,-4.623165525e-34,0.000000000e+00,0.000000000e+00
9.959800450e-33,3.253718663e-33,2.679023899e-36,-6.990286175e-34,0.000000000e+00,0.000000000e+00
8.998651367e-33,2.672286360e-33,-7.316875428e-34,-6.826115238e-34,0.000000000e+00,0.000000000e+00
7.453085278e-33,1.907723872e-33,-5.533360066e-34,-1.807593691e-34,0.000000000e+00,0.000000000e+00
6.988385246e-33,1.733637801e-33,3.190554231e-34,5.886305130e-34,0.000000000e+00,0.000000000e+00
8.041774560e-33,2.316889388e-33,9.514965276e-34,1.117010458e-33,0.000000000e+00,0.000000000e+00
9.382511906e-33,3.054011697e-33,6.869880104e-34,1.072705583e-33,0.000000000e+00,0.000000000e+00
9.460336690e-33,3.209301082e-33,-1.724140914e-34,5.992606490e-34,0.000000000e+00,-0.000000000e+00
8.088027134e-33,2.679132165e-33,-7.104223719e-34,1.417835918e-34,0.000000000e+00,0.000000000e+00
6.656699001e-33,2.080810995e-33,-3.873691784e-34,-1.094147254e-35,0.000000000e+00,0.000000000e+00
6.656699001e-33,2.080810995e-33,3.873691784e-34,1.094147254e-35,0.000000000e+00,0.000000000e+00
8.088027134e-33,2.679132165e-33,7.104223719e-34,-1.417835918e-34,0.000000000e+00,0.000000000e+00
9.460336690e-33,3.209301082e-33,1.724140914e-34,-5.992606490e-34,0.000000000e+00,0.000000000e+00
9.382511906e-33,3.054011697e-33,-6.869880104e-34,-1.072705583e-33,0.000000000e+00,0.000000000e+00
8.041774560e-33,2.316889388e-33,-9.514965276e-34,-1.117010458e-33,0.000000000e+00,0.000000000e+00
6.988385246e-33,1.733637801e-33,-3.190554231e-34,-5.886305130e-34,0.000000000e+00,0.000000000e+00
7.453085278e-33,1.907723872e-33,5.533360066e-34,1.807593691e-34,0.000000000e+00,0.000000000e+00
8.998651367e-33,2.672286360e-33,7.316875428e-34,6.826115238e-34,0.000000000e+00,0.000000000e+00
9.959800450e-33,3.253718663e-33,-2.679023899e-36,6.990286175e-34,0.000000000e+00,0.000000000e+00
9.218916471e-33,3.072012921e-33,-9.073096681e-34,4.623165525e-34,0.000000000e+00,0.000000000e+00
7.428319148e-33,2.341043503e-33,-1.049601846e-33,3.545300078e-34,0.000000000e+00,0.000000000e+00
6.361903284e-33,1.837970560e-33,-2.834230669e-34,4.772046880e-34,0.000000000e+00,0.000000000e+00
7.063583913e-33,2.082547186e-33,6.046827816e-34,5.527139615e-34,0.000000000e+00,0.000000000e+00
8.749809639e-33,2.789373128e-33,7.380573183e-34,2.605443550e-34,0.000000000e+00,0.000000000e+00
9.637907672e-33,3.172029062e-33,8.684749241e-35,-3.570615606e-34,0.000000000e+00,0.000000000e+00
8.832658822e-33,2.782146297e-33,-5.024634312e-34,-8.674383826e-34,0.000000000e+00,0.000000000e+00
7.272391045e-33,1.999668618e-33,-2.266520421e-34,-8.491113087e-34,0.000000000e+00,0.000000000e+00
6.722918722e-33,1.651972033e-33,7.780500652e-34,-3.154483856e-34,0.000000000e+00,0.000000000e+00
7.877781136e-33,2.153413341e-33,1.525488146e-33,2.820514460e-34,0.000000000e+00,0.000000000e+00
9.583267622e-33,3.063739746e-33,1.183543459e-33,4.823095115e-34,0.000000000e+00,0.000000000e+00
1.002868258e-32,3.528663250e-33,-4.908813162e-35,2.391980072e-34,0.000000000e+00,0.000000000e+00
8.661740949e-33,3.143979341e-33,-1.114681538e-33,-8.686046755e-35,0.000000000e+00,0.000000000e+00
6.806645085e-33,2.344792219e-33,-1.147278918e-33,-1.438516566e-34,0.000000000e+00,0.000000000e+00
6.315907727e-33,1.925638008e-33,-3.161070476e-34,4.057960690e-35,0.000000000e+00,0.000000000e+00
7.656783847e-33,2.211613881e-33,4.036833840e-34,1.259197097e-34,0.000000000e+00,0.000000000e+00
9.435490474e-33,2.758079951e-33,2.733319147e-34,-1.185858381e-34,0.000000000e+00,0.000000000e+00
9.856333850e-33,2.881167751e-33,-4.575993858e-34,-5.066371522e-34,0.000000000e+00,0.000000000e+00
8.582113771e-33,2.429132831e-33,-8.706021978e-34,-5.959965454e-34,0.000000000e+00,0.000000000e+00
7.046450698e-33,1.950382871e-33,-4.083343895e-34,-1.651324637e-34,0.000000000e+00,0.000000000e+00
6.905058363e-33,2.072343918e-33,4.957510647e-34,5.025773344e-34,0.000000000e+00,-0.000000000e+00
8.273792504e-33,2.770450549e-33,8.671113527e-34,8.512135655e-34,0.000000000e+00,0.000000000e+00
9.618123543e-33,3.341436620e-33,2.442801806e-34,5.850070702e-34,0.000000000e+00,0.000000000e+00
9.405953418e-33,3.139949362e-33,-7.878864359e-34,-4.195376624e-35,0.000000000e+00,0.000000000e+00
7.767332626e-33,2.296710232e-33,-1.167820491e-33,-4.808954812e-34,0.000000000e+00,0.000000000e+00
6.394696332e-33,1.626692347e-33,-4.475310658e-34,-4.253565921e-34,0.000000000e+00,0.000000000e+00
6.775654556e-33,1.792791113e-33,7.334392544e-34,-7.420834809e-35,0.000000000e+00,0.000000000e+00
8.614559797e-33,2.605668209e-33,1.286809498e-33,1.402817269e-34,0.000000000e+00,0.000000000e+00
1.010743989e-32,3.221709397e-33,7.629233620e-34,4.739612655e-35,0.000000000e+00,0.000000000e+00
9.790206668e-33,3.045681433e-33,-2.370371860e-34,-9.267170266e-35,0.000000000e+00,0.000000000e+00
8.031507898e-33,2.368253583e-33,-7.288666724e-34,6.821299255e-35,0.000000000e+00,0.000000000e+00
6.620995610e-33,2.029885404e-33,-3.665398461e-34,5.002217105e-34,0.000000000e+00,0.000000000e+00
6.903535567e-33,2.457208556e-33,2.602964837e-34,7.546562800e-34,0.000000000e+00,0.000000000e+00
8.421664316e-33,3.137021841e-33,3.396202691e-34,4.406641079e-34,0.000000000e+00,0.000000000e+00
9.470445702e-33,3.160133907e-33,-2.336755470e-34,-2.818102134e-34,0.000000000e+00,0.000000000e+00
