x,y,z,theta,ee_f0,ee_hw,ee_A,ee_B,ee_C,em_f0,em_hw,em_A,em_B,em_C,me_f0,me_hw,me_A,me_B,me_C,mm_f0,mm_hw,mm_A,mm_B,mm_C
8.777553366361941e-06,8.608163635946513e-06,0.0,0.7726370119067622,352240609293638.56,18763474755368.98,125843726.52001944,7.357891379131262e-22,3.0140928500038285e-36,352240609293638.56,18763474755368.98,8.361522639230656e-08,0.0,0.0,352240609293638.56,18763474755368.98,6.295622726040221e-08,0.0,0.0,352240609293638.56,18763474755368.98,3.168002798921719e-23,-1.0357772015444992e-22,1.5593975743429453e-37
8.499984480036004e-06,1.6048130173214225e-05,0.0,-0.03643609209360449,307938519011489.5,21718042667663.387,129558560.16089319,3.3286568253793383e-21,4.990636503189136e-36,307938519011489.5,21718042667663.387,5.282103297771307e-08,0.0,0.0,307938519011489.5,21718042667663.387,6.299975822281872e-08,0.0,0.0,307938519011489.5,21718042667663.387,1.5855096827977946e-23,-7.585753013950336e-23,1.427126034350579e-37
8.032232000717325e-06,3.0917693202909993e-06,0.0,-0.4197423805132338,326072118505741.5,20334775485547.582,131531747.72233519,9.865905015782807e-22,-6.6437422968261095e-37,326072118505741.5,20334775485547.582,7.311090026194806e-08,0.0,0.0,326072118505741.5,20334775485547.582,6.520659819383632e-08,0.0,0.0,326072118505741.5,20334775485547.582,1.8367154322654625e-23,-9.569630519259506e-23,2.244385560277555e-37
7.64456939864251e-06,5.988647924475496e-06,0.0,-0.5855410111710512,319423390153654.7,19389161785374.656,134400031.66909078,1.5793802414737973e-21,-7.002712319287916e-36,319423390153654.7,19389161785374.656,7.549078785371972e-08,0.0,0.0,319423390153654.7,19389161785374.656,5.6260243594653826e-08,0.0,0.0,319423390153654.7,19389161785374.656,5.894774938060304e-23,-7.570095968330032e-23,1.8446619432787667e-37
1.1777210563312766e-07,9.431720758001002e-06,0.0,-0.40209834955779516,322746049174820.94,20196740561017.266,123706490.34193535,-5.983761519603904e-24,3.5193924484746543e-37,322746049174820.94,20196740561017.266,7.141843952914371e-08,0.0,0.0,322746049174820.94,20196740561017.266,7.628755086443443e-08,0.0,0.0,322746049174820.94,20196740561017.266,3.456653231142489e-23,-9.790822040245283e-23,2.644290969898534e-37
8.942847529044743e-06,5.926692753884872e-06,0.0,0.20003456789211005,301313737160887.25,20557289534010.33,94648750.09605683,4.044777429187061e-21,-6.437671881284173e-36,301313737160887.25,20557289534010.33,5.42188840174973e-08,0.0,0.0,301313737160887.25,20557289534010.33,8.792075431686753e-08,0.0,0.0,301313737160887.25,20557289534010.33,4.680099497947209e-23,-3.213260631411482e-23,2.243314145118216e-37
7.1555498255932874e-06,6.028774449801565e-06,0.0,-0.09187995336830553,316851105447492.6,19894794755994.203,125139199.4834441,-9.180930785518346e-22,-4.840432707528594e-37,316851105447492.6,19894794755994.203,8.322141809819635e-08,0.0,0.0,316851105447492.6,19894794755994.203,8.109402895701178e-08,0.0,0.0,316851105447492.6,19894794755994.203,3.4538895193060903e-23,-9.413349453305078e-23,2.5768266872587024e-37
4.735461784924264e-07,9.14252917364061e-06,0.0,0.5896391790785392,307647859236725.2,20276401996931.54,132513969.01829825,1.835554618393034e-21,-7.506727880344077e-36,307647859236725.2,20276401996931.54,5.562623142865936e-08,0.0,0.0,307647859236725.2,20276401996931.54,5.918899818451502e-08,0.0,0.0,307647859236725.2,20276401996931.54,4.063137494232646e-23,-8.082223578123777e-23,2.5052132659513746e-37
9.062763665883215e-07,9.468058271810107e-06,0.0,-0.24759923526598598,339139554617586.5,20338051361184.87,136400659.1269235,4.209496910186872e-21,3.774742281030118e-37,339139554617586.5,20338051361184.87,6.976776552303882e-08,0.0,0.0,339139554617586.5,20338051361184.87,7.183149190896578e-08,0.0,0.0,339139554617586.5,20338051361184.87,3.318799944977649e-23,-1.416683114455306e-22,2.4563168217844957e-37
1.816854021715872e-06,9.475608220240479e-06,0.0,0.06778922528520831,342115313637410.5,19628185289655.246,148228250.75810808,1.38794169510793e-21,-8.950066194018815e-36,342115313637410.5,19628185289655.246,6.422696311508068e-08,0.0,0.0,342115313637410.5,19628185289655.246,8.047279974179681e-08,0.0,0.0,342115313637410.5,19628185289655.246,2.8258186035063273e-23,-8.116168736826486e-23,3.2161574581865934e-37
1.3692887587653405e-06,9.388602771488768e-06,0.0,-0.24013688473864647,301238980602537.8,19975689191410.523,140462966.5284909,1.5240404249705044e-22,-3.1515050338950005e-37,301238980602537.8,19975689191410.523,6.562264226816003e-08,0.0,0.0,301238980602537.8,19975689191410.523,7.264660323811509e-08,0.0,0.0,301238980602537.8,19975689191410.523,5.8660674944553e-23,-8.991456991903563e-23,1.715531212650745e-37
1.173759919239419e-05,6.006496124922496e-06,0.0,-0.4270031147420906,319079876742278.2,20836921493401.418,120607749.32705173,1.4924369414204236e-21,8.336270523735158e-36,319079876742278.2,20836921493401.418,7.540479141996644e-08,0.0,0.0,319079876742278.2,20836921493401.418,7.452302893926125e-08,0.0,0.0,319079876742278.2,20836921493401.418,3.8159645143129865e-23,-9.425151401116207e-23,1.8366245653878697e-37
1.2385291865928589e-05,6.107785082539689e-06,0.0,-0.3885657264383752,311893163862640.7,20132819779592.83,128788748.87539889,1.1271119561296993e-21,2.799547421735249e-36,311893163862640.7,20132819779592.83,5.076999771109322e-08,0.0,0.0,311893163862640.7,20132819779592.83,5.511496286874938e-08,0.0,0.0,311893163862640.7,20132819779592.83,2.4532150316361542e-23,-8.555769866925216e-23,1.8180014470974555e-37
1.3516743208568361e-05,5.834510232808293e-06,0.0,0.30081026542618117,311447493814830.5,20284786560292.68,138205247.16727313,9.441365725244921e-22,-5.617611449322416e-36,311447493814830.5,20284786560292.68,6.961709927854715e-08,0.0,0.0,311447493814830.5,20284786560292.68,7.952959336607556e-08,0.0,0.0,311447493814830.5,20284786560292.68,3.133900770291929e-23,-9.981940407081798e-23,2.4341425619620137e-37
1.4020801675761228e-05,6.032305657502214e-06,0.0,-0.018133421227449317,293746819010770.0,22004250338345.395,140195833.73205873,1.845727823952695e-21,1.2011801504409483e-36,293746819010770.0,22004250338345.395,5.2790567238971e-08,0.0,0.0,293746819010770.0,22004250338345.395,6.395012970604448e-08,0.0,0.0,293746819010770.0,22004250338345.395,3.951988942256705e-23,-1.0967335263039886e-22,2.6759244171757206e-37
5.455426477743965e-06,9.445052670804941e-06,0.0,0.7151704975288509,316668474532765.56,19375573228005.047,122334687.02511558,4.4977133517311975e-21,-2.1556116267877592e-36,316668474532765.56,19375573228005.047,6.369819274051407e-08,0.0,0.0,316668474532765.56,19375573228005.047,7.290511055155923e-08,0.0,0.0,316668474532765.56,19375573228005.047,3.9346418229969895e-23,-6.707052898244308e-23,1.8752148445542427e-37
3.72414917398403e-07,3.5591295647773497e-06,0.0,-0.07027894301651666,330914639775131.2,19369511722742.527,120599029.89848915,2.2830400383966726e-21,-5.940190828559621e-36,330914639775131.2,19369511722742.527,7.147372002826323e-08,0.0,0.0,330914639775131.2,19369511722742.527,8.196598842115548e-08,0.0,0.0,330914639775131.2,19369511722742.527,3.845822813912329e-23,-8.971034389592109e-23,1.9654308458163753e-37
5.597979728308025e-07,3.5775902964434393e-06,0.0,0.06589312060639109,334953365004809.44,20535371378310.94,142499241.6072296,2.0734789294717164e-21,-2.0004979468211082e-36,334953365004809.44,20535371378310.94,6.115128207352674e-08,0.0,0.0,334953365004809.44,20535371378310.94,7.963155128605895e-08,0.0,0.0,334953365004809.44,20535371378310.94,2.7699909189758e-23,-9.481399591868849e-23,1.6232540448294607e-37
1.6172202541062e-05,5.933626365409924e-06,0.0,-0.5066761991577269,310347857186983.7,20550695343572.52,125729287.47551481,2.72646917365928e-21,-3.552714455303604e-36,310347857186983.7,20550695343572.52,7.686444200694721e-08,0.0,0.0,310347857186983.7,20550695343572.52,6.08117116483441e-08,0.0,0.0,310347857186983.7,20550695343572.52,4.2322570736495175e-23,-1.1820233694152772e-22,1.452227809085868e-37
1.4039295158565253e-06,3.6531295584588785e-06,0.0,-0.03233735401526176,351300819136815.5,20519193587300.105,137136039.4841934,3.380507073791775e-21,-3.949427339032668e-36,351300819136815.5,20519193587300.105,6.089935189503278e-08,0.0,0.0,351300819136815.5,20519193587300.105,6.517505514566628e-08,0.0,0.0,351300819136815.5,20519193587300.105,4.1545796528134273e-23,-7.832617917615663e-23,2.1541876938128112e-37
1.979814191000062e-06,3.6764285153993386e-06,0.0,-0.015118963605322841,331149111052865.75,20279720956590.016,138604376.82947254,1.2211689718431728e-21,-1.018923253715096e-35,331149111052865.75,20279720956590.016,4.9337102810123685e-08,0.0,0.0,331149111052865.75,20279720956590.016,7.268648227542614e-08,0.0,0.0,331149111052865.75,20279720956590.016,1.549643159227943e-23,-1.0304539915206399e-22,1.8509132669137234e-37
2.038402950392492e-06,3.411965894628587e-06,0.0,-0.13564931575542674,309012059575935.9,19999452420159.79,112325879.28947583,2.543867661904108e-21,2.3613698911762566e-36,309012059575935.9,19999452420159.79,7.000214672218388e-08,0.0,0.0,309012059575935.9,19999452420159.79,6.59982605688529e-08,0.0,0.0,309012059575935.9,19999452420159.79,3.005126402560952e-23,-1.1293357248188641e-22,2.295426823273234e-37
2.7788235979663442e-06,3.590108275048989e-06,0.0,0.2149661965176848,328790847635885.7,19925136582712.7,143297645.90231165,1.2803003127767009e-22,-6.559051028596972e-36,328790847635885.7,19925136582712.7,8.394580876742655e-08,0.0,0.0,328790847635885.7,19925136582712.7,7.250374702742352e-08,0.0,0.0,328790847635885.7,19925136582712.7,4.071665074501161e-23,-1.0060598587119528e-22,2.0338445329100487e-37
2.2880404374495797e-06,3.7034488762912834e-06,0.0,0.4239497044935113,300168748819896.9,20144511106011.203,147480867.8470091,1.7704377989618784e-21,-4.490123164138596e-36,300168748819896.9,20144511106011.203,6.655678212779853e-08,0.0,0.0,300168748819896.9,20144511106011.203,6.986382004815673e-08,0.0,0.0,300168748819896.9,20144511106011.203,2.782257946138253e-23,-1.2068498982447907e-22,1.936989005156712e-37
3.2703173176624084e-06,3.3733451046283173e-06,0.0,0.0941809224480823,318577087791302.4,21445959494656.004,139937293.54910904,1.2195709449831924e-21,-6.114187964426294e-36,318577087791302.4,21445959494656.004,5.553537224041936e-08,0.0,0.0,318577087791302.4,21445959494656.004,6.505748871979668e-08,0.0,0.0,318577087791302.4,21445959494656.004,5.138601223177467e-23,-1.161681144124429e-22,1.611021424576819e-37
3.918334817589963e-06,3.3921452080211515e-06,0.0,-0.29080893420515297,301138106195464.7,21026639215666.92,122172393.53145455,1.5905277753373111e-21,4.8516651218665265e-36,301138106195464.7,21026639215666.92,7.984551098331542e-08,0.0,0.0,301138106195464.7,21026639215666.92,6.971824961881161e-08,0.0,0.0,301138106195464.7,21026639215666.92,3.984957265346816e-23,-1.0171578597187628e-22,2.0764329921567556e-37
3.1725333155476262e-06,3.537894844789449e-06,0.0,0.18300929762184218,320910242894084.5,19906805956903.594,126655464.84498598,4.724918993919832e-22,-3.8013458257283666e-36,320910242894084.5,19906805956903.594,6.877107170668678e-08,0.0,0.0,320910242894084.5,19906805956903.594,6.673187793278776e-08,0.0,0.0,320910242894084.5,19906805956903.594,3.2430208372680087e-23,-7.603062542446725e-23,1.4624416571464243e-37
2.9500231613292775e-06,3.360821209081895e-06,0.0,0.07126704779179022,312504823834322.8,20858856430723.9,147724453.46360728,1.050967923437419e-21,-4.154601221527664e-36,312504823834322.8,20858856430723.9,8.278621132609213e-08,0.0,0.0,312504823834322.8,20858856430723.9,7.598808024480579e-08,0.0,0.0,312504823834322.8,20858856430723.9,4.007558261896277e-23,-8.146159498495376e-23,2.004187348858818e-37
1.2614388667779125e-05,9.033612665962393e-06,0.0,-0.06661533178272713,314874069305188.25,19267862542246.6,147260401.26996517,2.019774862452163e-21,-9.487647186838663e-36,314874069305188.25,19267862542246.6,5.397369242174002e-08,0.0,0.0,314874069305188.25,19267862542246.6,8.170654478014723e-08,0.0,0.0,314874069305188.25,19267862542246.6,3.797868756594594e-23,-1.1185889729097724e-22,3.729217434834644e-37
