x,y,z,theta,ee_f0,ee_hw,ee_A,ee_B,ee_C,em_f0,em_hw,em_A,em_B,em_C,me_f0,me_hw,me_A,me_B,me_C,mm_f0,mm_hw,mm_A,mm_B,mm_C
8.698880487844485e-06,8.690514013486019e-06,0.0,0.17862018999496282,300484107626707.5,20531778588854.215,123803527.23576432,4.953695787719262e-22,-8.782530314088608e-36,300484107626707.5,20531778588854.215,6.793723196587495e-08,0.0,0.0,300484107626707.5,20531778588854.215,6.239779283624151e-08,0.0,0.0,300484107626707.5,20531778588854.215,3.124578235524089e-23,-1.0471988646728673e-22,1.7701073434007377e-37
8.775035448233106e-06,1.5878477559020147e-05,0.0,-0.4608878916823718,290396762749375.06,20021456484259.31,126133809.22110353,1.3884225602367509e-21,1.0335169901066749e-36,290396762749375.06,20021456484259.31,6.584653633427693e-08,0.0,0.0,290396762749375.06,20021456484259.31,7.437339562826067e-08,0.0,0.0,290396762749375.06,20021456484259.31,1.9750367681208558e-23,-6.911606503467761e-23,2.5106432850783408e-37
8.13012301868387e-06,2.9864606232344796e-06,0.0,0.09562292295563725,318149341496002.4,20839471352751.027,134224546.0691347,2.623930678598067e-21,-4.7388912222561595e-36,318149341496002.4,20839471352751.027,5.153725751914545e-08,0.0,0.0,318149341496002.4,20839471352751.027,8.047786621834969e-08,0.0,0.0,318149341496002.4,20839471352751.027,1.3376077240983016e-23,-9.511204412538104e-23,1.3965467666952156e-37
7.568139369736427e-06,6.022914395493181e-06,0.0,-0.02008990106773036,323845491361724.75,19342306030946.82,128537456.67620784,1.3609116319327614e-21,-8.395224934121303e-36,323845491361724.75,19342306030946.82,5.802568733678283e-08,0.0,0.0,323845491361724.75,19342306030946.82,6.463298687457512e-08,0.0,0.0,323845491361724.75,19342306030946.82,2.3033375566037344e-23,-9.237166615309255e-23,2.189086707694351e-37
-1.3805024856379103e-07,9.215914419728277e-06,0.0,0.44054463304468977,324362860268579.8,19346064767710.062,137047587.94538957,1.4256110077225352e-21,1.5402984252604776e-36,324362860268579.8,19346064767710.062,6.735380668477618e-08,0.0,0.0,324362860268579.8,19346064767710.062,7.59025346713654e-08,0.0,0.0,324362860268579.8,19346064767710.062,2.5866806564608766e-23,-8.953001259314515e-23,2.1092381832374323e-37
8.922726641962194e-06,5.847299777346011e-06,0.0,0.6288360510586639,301952074118996.56,18791542182457.785,131499454.91929933,-4.932784511776924e-22,-2.8465004649186195e-36,301952074118996.56,18791542182457.785,7.058024650394362e-08,0.0,0.0,301952074118996.56,18791542182457.785,6.719119294660129e-08,0.0,0.0,301952074118996.56,18791542182457.785,3.771942692298057e-23,-1.1095419189285628e-22,2.650109038340738e-37
7.1541209071611035e-06,6.032127907269861e-06,0.0,0.5786737917916261,294351771398886.94,20709928375127.34,110406534.78364584,3.624511442097502e-21,-1.0953307689915076e-36,294351771398886.94,20709928375127.34,8.10086054846811e-08,0.0,0.0,294351771398886.94,20709928375127.34,7.403592141113986e-08,0.0,0.0,294351771398886.94,20709928375127.34,4.529428055761043e-23,-1.1573038347926136e-22,1.7553340090462787e-37
3.956843338105054e-07,9.369802936246344e-06,0.0,0.2856194216597141,310371265998005.2,21120769446448.195,135149917.82797447,4.607871789710896e-21,1.1331287409640629e-35,310371265998005.2,21120769446448.195,6.869635066519764e-08,0.0,0.0,310371265998005.2,21120769446448.195,6.457260418693498e-08,0.0,0.0,310371265998005.2,21120769446448.195,4.353300304768463e-23,-1.0402899056817064e-22,1.8753832187724189e-37
9.180989442202742e-07,9.217537983849098e-06,0.0,0.19473194515569947,297293920284717.5,19505222700634.39,136452276.52215502,1.696720277162675e-21,-4.379809933602415e-36,297293920284717.5,19505222700634.39,6.682485615512332e-08,0.0,0.0,297293920284717.5,19505222700634.39,8.06461897465288e-08,0.0,0.0,297293920284717.5,19505222700634.39,3.1712210225923255e-23,-9.217012628609938e-23,2.7641522526196962e-37
1.629878989610312e-06,9.390763792385092e-06,0.0,-0.017567448667498854,315459270967745.8,21256904063445.85,147519766.17754364,2.723556341863354e-21,-2.8718200976453758e-36,315459270967745.8,21256904063445.85,7.83694064861971e-08,0.0,0.0,315459270967745.8,21256904063445.85,4.610599552651558e-08,0.0,0.0,315459270967745.8,21256904063445.85,2.964526799090514e-23,-7.235888200415357e-23,1.887876162028491e-37
