Re_px,Im_px,Re_py,Im_py,Re_pz,Im_pz
1.001027e-32,6.215664e-35,-1.455876e-39,-9.071495e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215710e-35,-1.434497e-39,-7.626520e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215729e-35,-9.917742e-40,-8.183105e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215811e-35,-8.754311e-40,-3.749320e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215833e-35,-6.365840e-40,-4.028738e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215843e-35,-6.588662e-40,-1.913625e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215859e-35,-8.073277e-40,-1.026973e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215886e-35,-7.690624e-40,1.149711e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215879e-35,-8.027551e-40,2.754375e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215866e-35,-7.427693e-40,-1.266726e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215851e-35,-7.371245e-40,3.797988e-42,0.000000e+00,0.000000e+00
1.001027e-32,6.215839e-35,-5.486757e-40,1.234482e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215822e-35,-3.810699e-40,7.786449e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215815e-35,-3.380752e-40,6.807155e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215821e-35,-2.887510e-40,-7.236132e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215820e-35,-3.124118e-40,-2.381541e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215796e-35,-2.569405e-40,1.584496e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215789e-35,-2.685189e-40,-4.785314e-42,0.000000e+00,0.000000e+00
1.001027e-32,6.215790e-35,-2.426812e-40,-9.489674e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215782e-35,-2.013833e-40,-1.596927e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215771e-35,-1.314083e-40,-1.913640e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215764e-35,-2.535858e-40,-2.420443e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215747e-35,-9.274827e-41,-2.528776e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215758e-35,-1.696152e-41,-2.334568e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215775e-35,5.656711e-41,-5.857986e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215775e-35,-5.656711e-41,5.857986e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215758e-35,1.696152e-41,2.334568e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215747e-35,9.274827e-41,2.528776e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215764e-35,2.535858e-40,2.420443e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215771e-35,1.314083e-40,1.913640e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215782e-35,2.013833e-40,1.596927e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215790e-35,2.426812e-40,9.489674e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215789e-35,2.685189e-40,4.785315e-42,0.000000e+00,0.000000e+00
1.001027e-32,6.215796e-35,2.569405e-40,-1.584496e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215820e-35,3.124118e-40,2.381541e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215821e-35,2.887510e-40,7.236132e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215815e-35,3.380752e-40,-6.807156e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215822e-35,3.810699e-40,-7.786449e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215839e-35,5.486757e-40,-1.234482e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215851e-35,7.371245e-40,-3.797989e-42,0.000000e+00,0.000000e+00
1.001027e-32,6.215866e-35,7.427693e-40,1.266726e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215879e-35,8.027551e-40,-2.754375e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215886e-35,7.690624e-40,-1.149711e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215859e-35,8.073277e-40,1.026973e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215843e-35,6.588662e-40,1.913625e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215833e-35,6.365840e-40,4.028738e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215811e-35,8.754311e-40,3.749320e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215729e-35,9.917742e-40,8.183105e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215710e-35,1.434497e-39,7.626520e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215664e-35,1.455876e-39,9.071495e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215624e-35,-1.434497e-39,-7.626520e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215684e-35,-1.092366e-39,-7.629232e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215703e-35,-8.206240e-40,-8.195469e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215805e-35,-7.540894e-40,-4.503351e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215829e-35,-5.801372e-40,-4.765642e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215828e-35,-6.301011e-40,-2.389704e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215834e-35,-7.506467e-40,-1.429696e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215873e-35,-7.228686e-40,-5.634371e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215854e-35,-7.613120e-40,-2.651297e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215832e-35,-6.883621e-40,-1.660057e-40,0.000000e+00,0.000000e+00
1.001027e-32,6.215807e-35,-6.882168e-40,-3.561364e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215795e-35,-5.054476e-40,8.110065e-41,0.000000e+00,0.000000e+00
1.001027e-32,6.215770e-35,-3.423259e-40,4.951748e-41,0.000000e+00,0.000000e+00
