Frequency_Hz,Absorption_W
150000000000000.0,5.252117108978769e-17
151004016064257.03,5.370320205337234e-17
152008032128514.06,5.491386039412355e-17
153012048192771.1,5.615403458629523e-17
154016064257028.12,5.742464185607616e-17
155020080321285.12,5.872662882403586e-17
156024096385542.16,6.006097214039871e-17
157028112449799.2,6.142867911153295e-17
158032128514056.22,6.283078831606836e-17
159036144578313.25,6.426837020907737e-17
160040160642570.28,6.574252771282393e-17
161044176706827.3,6.72543967926771e-17
162048192771084.34,6.880514701691342e-17
163052208835341.38,7.039598209930021e-17
164056224899598.4,7.202814042355892e-17
165060240963855.44,7.370289554906992e-17
166064257028112.44,7.542155669747815e-17
167068273092369.47,7.718546922022622e-17
168072289156626.5,7.899601504745634e-17
169076305220883.53,8.08546131192039e-17
170080321285140.56,8.276271980034389e-17
171084337349397.6,8.472182928136807e-17
172088353413654.62,8.673347396773967e-17
173092369477911.66,8.879922486132623e-17
174096385542168.7,9.092069193822237e-17
175100401606425.7,9.309952452816565e-17
176104417670682.72,9.533741170169866e-17
177108433734939.75,9.763608267225071e-17
178112449799196.78,9.999730722140294e-17
179116465863453.8,1.0242289615673e-16
180120481927710.84,1.049147018128207e-16
181124497991967.88,1.0747461860731099e-16
182128514056224.9,1.1010458366504867e-16
183132530120481.94,1.128065775248321e-16
184136546184738.97,1.1558262494449298e-16
185140562248996.0,1.1843479582146439e-16
186144578313253.0,1.213652062473263e-16
187148594377510.03,1.2437601971621162e-16
188152610441767.06,1.2746944850829236e-16
189156626506024.1,1.3064775527095977e-16
190160642570281.12,1.3391325482162065e-16
191164658634538.16,1.3726831619741978e-16
192168674698795.2,1.40715364978502e-16
193172690763052.22,1.442568859128143e-16
194176706827309.25,1.4789542587178617e-16
195180722891566.25,1.516335971677826e-16
196184738955823.3,1.5547408126557312e-16
197188755020080.3,1.59419632921874e-16
198192771084337.34,1.6347308478888927e-16
199196787148594.38,1.6763735251974194e-16
200200803212851.4,1.7191544041639599e-16
201204819277108.44,1.7631044766339692e-16
202208835341365.47,1.8082557519446635e-16
203212851405622.5,1.8546413324316604e-16
204216867469879.5,1.9022954963407577e-16
