File,Frequency_THz,Scattering_W,Absorption_W,Extinction_W
cdm_input_0.csv,232.77591973244145,4.624838037049428e-15,,
cdm_input_0.csv,233.61204013377923,4.11899720470185e-15,,
cdm_input_0.csv,234.44816053511707,3.6698365352139355e-15,,
cdm_input_0.csv,235.28428093645485,3.2722412162111944e-15,,
cdm_input_0.csv,236.12040133779263,2.9209498360440317e-15,,
cdm_input_0.csv,236.95652173913044,2.6108626603938186e-15,,
cdm_input_0.csv,237.79264214046825,2.337211099537589e-15,,
cdm_input_0.csv,238.628762541806,2.095636849086974e-15,,
cdm_input_0.csv,239.4648829431438,1.8822155249050417e-15,,
cdm_input_0.csv,240.30100334448161,1.6934484148183033e-15,,
cdm_input_0.csv,241.13712374581937,1.526237589862243e-15,,
cdm_input_0.csv,241.97324414715717,1.377853721942172e-15,,
cdm_input_0.csv,242.80936454849498,1.2459020001272754e-15,,
cdm_input_0.csv,243.64548494983276,1.128288992303211e-15,,
cdm_input_0.csv,244.48160535117054,1.023191725314471e-15,,
cdm_input_0.csv,245.31772575250838,9.29029330195381e-16,,
cdm_input_0.csv,246.15384615384616,8.444370953287414e-16,,
cdm_input_0.csv,246.98996655518394,7.682425429128038e-16,,
cdm_input_0.csv,247.82608695652175,6.994430991868816e-16,,
cdm_input_0.csv,248.66220735785953,6.371850037366605e-16,,
cdm_input_0.csv,249.4983277591973,5.807432497858151e-16,,
cdm_input_0.csv,250.33444816053512,5.295025229093014e-16,,
cdm_input_0.csv,251.1705685618729,4.82939270292116e-16,,
cdm_input_0.csv,252.00668896321068,4.406051526072284e-16,,
cdm_input_0.csv,252.8428093645485,4.021121833084815e-16,,
cdm_input_0.csv,253.67892976588627,3.671198389344881e-16,,
cdm_input_0.csv,254.51505016722405,3.3532433880163844e-16,,
cdm_input_0.csv,255.35117056856188,3.0645016586731697e-16,,
cdm_input_0.csv,256.18729096989966,2.802437608425362e-16,,
cdm_input_0.csv,257.02341137123744,2.564691949735236e-16,,
cdm_input_0.csv,257.8595317725752,2.349055315125977e-16,,
cdm_input_0.csv,258.69565217391306,2.1534552971413365e-16,,
cdm_input_0.csv,259.53177257525084,1.9759532698593048e-16,,
cdm_input_0.csv,260.3678929765886,1.8147474740433627e-16,,
cdm_input_0.csv,261.20401337792646,1.6681791879604702e-16,,
cdm_input_0.csv,262.04013377926424,1.5347392749521602e-16,,
cdm_input_0.csv,262.876254180602,1.413072936804176e-16,,
cdm_input_0.csv,263.7123745819398,1.3019810746900328e-16,,
cdm_input_0.csv,264.5484949832776,1.2004172503239157e-16,,
cdm_input_0.csv,265.38461538461536,1.1074798360392547e-16,,
cdm_input_0.csv,266.2207357859532,1.022399523061868e-16,,
cdm_input_0.csv,267.056856187291,9.445228879878177e-17,,
cdm_input_0.csv,267.89297658862876,8.732931530212658e-17,,
cdm_input_0.csv,268.72909698996654,8.082295691040427e-17,,
cdm_input_0.csv,269.5652173913043,7.489069674075143e-17,,
cdm_input_0.csv,270.4013377926421,6.949369519441574e-17,,
cdm_input_0.csv,271.23745819397993,6.459519613991471e-17,,
cdm_input_0.csv,272.0735785953177,6.015930559470063e-17,,
cdm_input_0.csv,272.9096989966555,5.615018466234095e-17,,
cdm_input_0.csv,273.74581939799333,5.253165469776232e-17,,
cdm_input_0.csv,274.5819397993311,4.926717466682598e-17,,
cdm_input_0.csv,275.4180602006689,4.632012237195364e-17,,
cdm_input_0.csv,276.25418060200667,4.365429438339196e-17,,
cdm_input_0.csv,277.0903010033445,4.123453388044185e-17,,
cdm_input_0.csv,277.9264214046823,3.902739943344475e-17,,
cdm_input_0.csv,278.76254180602007,3.7001798545487527e-17,,
cdm_input_0.csv,279.59866220735785,3.5129524914073637e-17,,
cdm_input_0.csv,280.4347826086956,3.338565561127819e-17,,
cdm_input_0.csv,281.2709030100334,3.1748782031960784e-17,,
cdm_input_0.csv,282.10702341137124,3.0201065386303184e-17,,
cdm_input_0.csv,282.94314381270897,2.872812296351e-17,,
cdm_input_0.csv,283.7792642140468,2.7318764787342165e-17,,
cdm_input_0.csv,284.61538461538464,2.596461106623755e-17,,
cdm_input_0.csv,285.45150501672236,2.4659628443053225e-17,,
cdm_input_0.csv,286.2876254180602,2.339962697491333e-17,,
cdm_input_0.csv,287.123745819398,2.2181759737230606e-17,,
cdm_input_0.csv,287.95986622073576,2.1004063019239663e-17,,
cdm_input_0.csv,288.79598662207354,1.9865067760314944e-17,,
cdm_input_0.csv,289.6321070234114,1.876350306771336e-17,,
cdm_input_0.csv,290.4682274247491,1.769810154219014e-17,,
cdm_input_0.csv,291.304347826087,1.6667505004293943e-17,,
cdm_input_0.csv,292.1404682274247,1.5670259266185183e-17,,
cdm_input_0.csv,292.9765886287625,1.4704878801178572e-17,,
cdm_input_0.csv,293.8127090301004,1.3769957172325832e-17,,
cdm_input_0.csv,294.6488294314381,1.2864297180044335e-17,,
cdm_input_0.csv,295.4849498327759,1.1987035817008178e-17,,
cdm_input_0.csv,296.32107023411373,1.1137742900683573e-17,,
cdm_input_0.csv,297.1571906354515,1.0316478051560373e-17,,
cdm_input_0.csv,297.9933110367893,9.523797670699476e-18,,
cdm_input_0.csv,298.82943143812713,8.760710826438947e-18,,
cdm_input_0.csv,299.66555183946485,8.028589598995035e-18,,
cdm_input_0.csv,300.5016722408027,7.3290447130247e-18,,
cdm_input_0.csv,301.33779264214047,6.663780714240785e-18,,
cdm_input_0.csv,302.17391304347825,6.0344463109685165e-18,,
cdm_input_0.csv,303.01003344481603,5.442494886951751e-18,,
cdm_input_0.csv,303.84615384615387,4.8890679166350614e-18,,
cdm_input_0.csv,304.6822742474916,4.374910553554095e-18,,
cdm_input_0.csv,305.5183946488294,3.900324559119063e-18,,
cdm_input_0.csv,306.35451505016727,3.4651595257473164e-18,,
cdm_input_0.csv,307.190635451505,3.0688394911108312e-18,,
cdm_input_0.csv,308.0267558528428,2.710418904610816e-18,,
cdm_input_0.csv,308.8628762541806,2.3886597400080773e-18,,
cdm_input_0.csv,309.6989966555184,2.1021204713663326e-18,,
cdm_input_0.csv,310.53511705685617,1.849247640101535e-18,,
cdm_input_0.csv,311.371237458194,1.6284617194215471e-18,,
cdm_input_0.csv,312.2073578595317,1.4382307119081398e-18,,
cdm_input_0.csv,313.04347826086956,1.277127112598747e-18,,
cdm_input_0.csv,313.87959866220734,1.143866222260619e-18,,
cdm_input_0.csv,314.7157190635451,1.0373260059631039e-18,,
cdm_input_0.csv,315.5518394648829,9.565505132046673e-19,,
cdm_input_0.csv,316.38795986622074,9.007401371982858e-19,,
cdm_input_0.csv,317.2240802675585,8.69232612871132e-19,,
cdm_input_0.csv,318.0602006688963,8.614786489902799e-19,,
cdm_input_0.csv,318.89632107023414,8.770155575636556e-19,,
cdm_input_0.csv,319.73244147157186,9.154413480788189e-19,,
cdm_input_0.csv,320.5685618729097,9.763907013605809e-19,,
cdm_input_0.csv,321.4046822742475,1.0595132428499501e-18,,
cdm_input_0.csv,322.24080267558526,1.1644537863794064e-18,,
cdm_input_0.csv,323.07692307692304,1.2908338455935628e-18,,
cdm_input_0.csv,323.9130434782609,1.438233756150876e-18,,
cdm_input_0.csv,324.7491638795986,1.6061751719874032e-18,,
cdm_input_0.csv,325.5852842809365,1.7941043686519977e-18,,
cdm_input_0.csv,326.4214046822743,2.001377532281868e-18,,
cdm_input_0.csv,327.257525083612,2.2272498505757267e-18,,
cdm_input_0.csv,328.0936454849499,2.4708705980524733e-18,,
cdm_input_0.csv,328.9297658862876,2.731286425399021e-18,,
cdm_input_0.csv,329.7658862876254,3.0074546945894302e-18,,
cdm_input_0.csv,330.60200668896323,3.2982679839387044e-18,,
cdm_input_0.csv,331.438127090301,3.602589902643093e-18,,
cdm_input_0.csv,332.27424749163873,3.919301209695826e-18,,
cdm_input_0.csv,333.1103678929766,4.2473540418820155e-18,,
cdm_input_0.csv,333.94648829431435,4.585830932304971e-18,,
cdm_input_0.csv,334.7826086956522,4.9340043525737815e-18,,
cdm_input_0.csv,335.61872909698997,5.291391842233804e-18,,
cdm_input_0.csv,336.45484949832775,5.657801495617049e-18,,
cdm_input_0.csv,337.2909698996656,6.0333627415016614e-18,,
cdm_input_0.csv,338.12709030100336,6.418538027212491e-18,,
cdm_input_0.csv,338.96321070234114,6.8141122102256736e-18,,
cdm_input_0.csv,339.7993311036789,7.2211581069025e-18,,
cdm_input_0.csv,340.63545150501676,7.640978618541977e-18,,
cdm_input_0.csv,341.4715719063545,8.075027954432748e-18,,
cdm_input_0.csv,342.3076923076923,8.524816464234318e-18,,
cdm_input_0.csv,343.1438127090301,8.991805237798486e-18,,
cdm_input_0.csv,343.9799331103679,9.477297727040797e-18,,
cdm_input_0.csv,344.81605351170566,9.982336063648126e-18,,
cdm_input_0.csv,345.6521739130435,1.0507609455475993e-17,,
cdm_input_0.csv,346.4882943143812,1.1053381105370094e-17,,
cdm_input_0.csv,347.32441471571906,1.1619438644400487e-17,,
cdm_input_0.csv,348.1605351170569,1.2205071282532036e-17,,
cdm_input_0.csv,348.9966555183946,1.2809074934586371e-17,,
cdm_input_0.csv,349.83277591973246,1.342978464018228e-17,,
cdm_input_0.csv,350.66889632107024,1.4065131798531665e-17,,
cdm_input_0.csv,351.505016722408,1.4712722196877417e-17,,
cdm_input_0.csv,352.3411371237458,1.5369929630097647e-17,,
cdm_input_0.csv,353.17725752508363,1.6033999189337407e-17,,
cdm_input_0.csv,354.01337792642136,1.6702154125068142e-17,,
cdm_input_0.csv,354.8494983277592,1.7371700606366355e-17,,
cdm_input_0.csv,355.685618729097,1.804012566462324e-17,,
cdm_input_0.csv,356.52173913043475,1.8705184980753064e-17,,
cdm_input_0.csv,357.35785953177253,1.936497870221902e-17,,
cdm_input_0.csv,358.19397993311037,2.0018014853301503e-17,,
cdm_input_0.csv,359.0301003344481,2.0663260841884016e-17,,
cdm_input_0.csv,359.866220735786,2.1300183885334712e-17,,
cdm_input_0.csv,360.70234113712377,2.1928780857658088e-17,,
cdm_input_0.csv,361.5384615384615,2.2549597252338428e-17,,
cdm_input_0.csv,362.3745819397994,2.3163733934775842e-17,,
cdm_input_0.csv,363.2107023411371,2.3772839432556752e-17,,
cdm_input_0.csv,364.0468227424749,2.4379084929575105e-17,,
cdm_input_0.csv,364.8829431438127,2.49851190202712e-17,,
cdm_input_0.csv,365.7190635451505,2.5593999647386812e-17,,
cdm_input_0.csv,366.5551839464882,2.6209101415200736e-17,,
cdm_input_0.csv,367.3913043478261,2.6833997556282956e-17,,
cdm_input_0.csv,368.22742474916384,2.747231720031002e-17,,
cdm_input_0.csv,369.0635451505017,2.812758028311116e-17,,
cdm_input_0.csv,369.8996655518395,2.8803014507465906e-17,,
cdm_input_0.csv,370.73578595317724,2.950136123797093e-17,,
cdm_input_0.csv,371.5719063545151,3.02246799547572e-17,,
cdm_input_0.csv,372.40802675585286,3.097416358296451e-17,,
cdm_input_0.csv,373.24414715719064,3.17499791525846e-17,,
cdm_input_0.csv,374.0802675585284,3.2551149236808286e-17,,
cdm_input_0.csv,374.91638795986626,3.3375488955957825e-17,,
cdm_input_0.csv,375.752508361204,3.42196107696794e-17,,
cdm_input_0.csv,376.5886287625418,3.507900495167858e-17,,
cdm_input_0.csv,377.4247491638796,3.594819808492997e-17,,
cdm_input_0.csv,378.2608695652174,3.6820985925892085e-17,,
cdm_input_0.csv,379.09698996655516,3.7690731377656547e-17,,
cdm_input_0.csv,379.933110367893,3.8550713668831815e-17,,
cdm_input_0.csv,380.7692307692307,3.9394511367875373e-17,,
cdm_input_0.csv,381.60535117056855,4.021639943185216e-17,,
cdm_input_0.csv,382.4414715719064,4.101173878026712e-17,,
cdm_input_0.csv,383.2775919732441,4.177733565074324e-17,,
cdm_input_0.csv,384.11371237458195,4.251174723941299e-17,,
cdm_input_0.csv,384.94983277591973,4.321551017069484e-17,,
cdm_input_0.csv,385.7859531772575,4.389126971755948e-17,,
cdm_input_0.csv,386.6220735785953,4.454379098397937e-17,,
cdm_input_0.csv,387.4581939799331,4.5179838882163636e-17,,
cdm_input_0.csv,388.29431438127085,4.580792176928404e-17,,
cdm_input_0.csv,389.1304347826087,4.64379036870743e-17,,
cdm_input_0.csv,389.96655518394647,4.7080501423792733e-17,,
cdm_input_0.csv,390.80267558528425,4.7746693804183907e-17,,
cdm_input_0.csv,391.63879598662203,4.8447080141707096e-17,,
cdm_input_0.csv,392.47491638795987,4.919123109983884e-17,,
cdm_input_0.csv,393.3110367892976,4.9987077142207227e-17,,
cdm_input_0.csv,394.1471571906354,5.084037691243284e-17,,
cdm_input_0.csv,394.98327759197326,5.175430085284105e-17,,
cdm_input_0.csv,395.819397993311,5.272915557979732e-17,,
cdm_input_0.csv,396.6555183946489,5.376226382478751e-17,,
cdm_input_0.csv,397.4916387959866,5.4848004766132535e-17,,
cdm_input_0.csv,398.3277591973244,5.597801125875304e-17,,
cdm_input_0.csv,399.1638795986622,5.714151390871195e-17,,
