parameter,mean,std_dev
f0,3.055409e+14,0.000000e+00
hw,2.002573e+13,0.000000e+00
ee_A,1.057429e+08,0.000000e+00
ee_B,1.816242e-23,0.000000e+00
ee_C,1.856486e-36,0.000000e+00
em_A,3.598758e-08,0.000000e+00
em_B,3.006825e-23,0.000000e+00
em_C,-9.354539e-38,0.000000e+00
me_A,4.926556e-08,0.000000e+00
me_B,0.00000000e+00,0.00000000e+00
me_C,0.00000000e+00,0.00000000e+00
mm_A,1.716710e-23,0.000000e+00
mm_B,-2.328176e-23,0.000000e+00
mm_C,1.727724e-38,0.000000e+00
