parameter,mean,std_dev
f0,3.071389e+14,1.140218e+13
hw,1.442401e+13,3.989385e+11
ee_A,1.342073e+08,1.670379e+07
ee_B,-9.946382e-23,3.642075e-22
ee_C,3.880447e-36,1.308573e-36
em_A,6.498324e-08,5.916286e-09
em_B,0.000000e+00,0.000000e+00
em_C,0.000000e+00,0.000000e+00
me_A,6.498324e-08,5.916286e-09
me_B,0.000000e+00,0.000000e+00
me_C,0.000000e+00,0.000000e+00
mm_A,3.199468e-23,5.858213e-24
mm_B,-8.815674e-23,1.364359e-23
mm_C,2.273988e-37,5.033180e-38
