parameter,mean,std_dev
f0,3.055025e+14,0.000000e+00
hw,1.513696e+13,0.000000e+00
ee_A,1.055331e+08,0.000000e+00
ee_B,4.952102e-22,0.000000e+00
ee_C,-2.354519e-37,0.000000e+00
em_A,3.645249e-08,0.000000e+00
em_B,0.000000e+00,0.000000e+00
em_C,0.000000e+00,0.000000e+00
me_A,4.888353e-08,0.000000e+00
me_B,0.000000e+00,0.000000e+00
me_C,0.000000e+00,0.000000e+00
mm_A,1.711956e-23,0.000000e+00
mm_B,-3.050722e-23,0.000000e+00
mm_C,4.645266e-38,0.000000e+00
